# All functions Ghidra discovered.
# entry                section     size    name
0x000000018004c800  .text            1  FUN_18004c800
0x00000001800533a0  .text            1  FUN_1800533a0
0x0000000180053430  .text            1  FUN_180053430
0x0000000180053470  .text            1  FUN_180053470
0x000000018005a010  .text            1  FUN_18005a010
0x000000018005a060  .text            1  FUN_18005a060
0x0000000180060c00  .text            1  FUN_180060c00
0x0000000180060c20  .text            1  FUN_180060c20
0x0000000180060ce0  .text            1  FUN_180060ce0
0x0000000180067880  .text            1  FUN_180067880
0x0000000180067900  .text            1  FUN_180067900
0x000000018006e4a0  .text            1  FUN_18006e4a0
0x000000018006e4c0  .text            1  FUN_18006e4c0
0x000000018006e580  .text            1  FUN_18006e580
0x0000000180075120  .text            1  FUN_180075120
0x00000001800751a0  .text            1  FUN_1800751a0
0x000000018007bd40  .text            1  FUN_18007bd40
0x000000018007bdc0  .text            1  FUN_18007bdc0
0x000000018007be40  .text            1  FUN_18007be40
0x000000018007bec0  .text            1  FUN_18007bec0
0x000000018007bf40  .text            1  FUN_18007bf40
0x000000018007bfc0  .text            1  FUN_18007bfc0
0x000000018007c040  .text            1  FUN_18007c040
0x000000018007c060  .text            1  FUN_18007c060
0x000000018007c120  .text            1  FUN_18007c120
0x0000000180082cc0  .text            1  FUN_180082cc0
0x0000000180082d40  .text            1  FUN_180082d40
0x0000000180082d60  .text            1  FUN_180082d60
0x0000000180082d80  .text            1  FUN_180082d80
0x0000000180089920  .text            1  FUN_180089920
0x00000001800899a0  .text            1  FUN_1800899a0
0x0000000180089a10  .text            1  FUN_180089a10
0x0000000180089a90  .text            1  FUN_180089a90
0x0000000180089b00  .text            1  FUN_180089b00
0x0000000180089b20  .text            1  FUN_180089b20
0x0000000180089b90  .text            1  FUN_180089b90
0x0000000180089cc0  .text            1  FUN_180089cc0
0x0000000180089ce0  .text            1  FUN_180089ce0
0x000000018008a2b0  .text            1  FUN_18008a2b0
0x000000018008a2ec  .text            1  FUN_18008a2ec
0x000000018008a33e  .text            1  FUN_18008a33e
0x000000018008a48a  .text            1  FUN_18008a48a
0x000000018008a4e0  .text            1  FUN_18008a4e0
0x000000018008a520  .text            1  FUN_18008a520
0x000000018008a670  .text            1  FUN_18008a670
0x000000018008a7b0  .text            1  FUN_18008a7b0
0x000000018008a830  .text            1  FUN_18008a830
0x000000018008a8b0  .text            1  FUN_18008a8b0
0x000000018008ac10  .text            1  FUN_18008ac10
0x000000018008ac50  .text            1  FUN_18008ac50
0x000000018008ac72  .text            1  FUN_18008ac72
0x000000018008acdf  .text            1  FUN_18008acdf
0x000000018008ad20  .text            1  FUN_18008ad20
0x000000018008ad67  .text            1  FUN_18008ad67
0x000000018008add9  .text            1  FUN_18008add9
0x000000018008ae70  .text            1  FUN_18008ae70
0x000000018008aff0  .text            1  FUN_18008aff0
0x000000018008b030  .text            1  FUN_18008b030
0x000000018008b420  .text            1  FUN_18008b420
0x000000018008b480  .text            1  FUN_18008b480
0x000000018008b58b  .text            1  FUN_18008b58b
